id,num_contrato,num_estimacion,tipoEstimacion,id_deducion,porcentaje1,importe_deducion,id,nombre_deduccion,porcentaje,fecha,fecha_modificacion
10140,SIDUR-ED-17-147.786,7,1,12,0.03,506.68,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10141,SIDUR-ED-17-147.786,7,1,11,0.03,506.68,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10143,SIDUR-ED-17-009.628,10,1,15,0.2,148.73,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10144,SIDUR-ED-17-009.628,10,1,14,0.2,148.73,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10145,SIDUR-ED-17-009.628,10,1,13,0.03,22.31,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10146,SIDUR-ED-17-009.628,10,1,12,0.03,22.31,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10147,SIDUR-ED-17-009.628,10,1,11,0.03,22.31,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10148,SIDUR-ED-17-038.669,7,1,15,0.2,1958.05,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10149,SIDUR-ED-17-038.669,7,1,14,0.2,1958.05,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10150,SIDUR-ED-17-038.669,7,1,13,0.03,293.71,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10151,SIDUR-ED-17-038.669,7,1,12,0.03,293.71,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10152,SIDUR-ED-17-038.669,7,1,11,0.03,293.71,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10153,SIDUR-PF-17-101.735,6,1,8,0.5,2879.41,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10157,SIDUR-PF-17-057.725,7,1,8,0.5,2363.84,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10158,SIDUR-ED-17-180.860,7,1,14,0.2,339.09,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10159,SIDUR-ED-17-180.860,7,1,13,0.03,50.86,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10160,SIDUR-ED-17-180.860,7,1,12,0.03,50.86,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10161,SIDUR-ED-17-180.860,7,1,11,0.03,50.86,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10162,SIDUR-ED-17-218.804,3,1,14,0.2,169.36,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10163,SIDUR-ED-17-218.804,3,1,13,0.03,25.4,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10164,SIDUR-ED-17-218.804,3,1,12,0.03,25.4,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10165,SIDUR-ED-17-218.804,3,1,11,0.03,25.4,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10170,SIDUR-ED-17-218.804,4,1,14,0.2,169.36,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10171,SIDUR-ED-17-218.804,4,1,13,0.03,25.4,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10172,SIDUR-ED-17-218.804,4,1,12,0.03,25.4,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10173,SIDUR-ED-17-218.804,4,1,11,0.03,25.4,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10174,SIDUR-ED-17-117.770,8,1,15,0.2,8357.44,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10175,SIDUR-ED-17-117.770,8,1,14,0.2,8357.44,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10176,SIDUR-ED-17-117.770,8,1,13,0.03,1253.62,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10177,SIDUR-ED-17-117.770,8,1,12,0.03,1253.62,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10178,SIDUR-ED-17-117.770,8,1,11,0.03,1253.62,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10179,SIDUR-PF-17-079.717,5,1,8,0.5,1183.22,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10180,SIDUR-PF-17-079.717,6,1,8,0.5,3057.85,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10182,SIDUR-PF-17-079.720,5,1,8,0.5,1762.38,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10183,SIDUR-PF-17-079.720,6,1,8,0.5,3770.48,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10184,SIDUR-PF-17-079.717,7,1,8,0.5,436.84,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10185,SIDUR-PF-17-079.720,7,1,8,0.5,628.41,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10190,SIDUR-ED-17-072.655,6,1,15,0.2,320.1,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10191,SIDUR-ED-17-072.655,6,1,14,0.2,320.1,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10192,SIDUR-ED-17-072.655,6,1,13,0.03,48.01,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10193,SIDUR-ED-17-072.655,6,1,12,0.03,48.01,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10194,SIDUR-ED-17-072.655,6,1,11,0.03,48.01,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10195,SIDUR-ED-17-202.878,3,1,14,0.2,676.87,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10196,SIDUR-ED-17-202.878,3,1,15,0.2,676.87,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10197,SIDUR-ED-17-202.878,3,1,13,0.03,101.53,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10198,SIDUR-ED-17-202.878,3,1,12,0.03,101.53,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10199,SIDUR-ED-17-202.878,3,1,11,0.03,101.53,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10200,SIDUR-ED-17-254.1028,1,1,15,0.2,1091.89,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10201,SIDUR-ED-17-254.1028,1,1,14,0.2,1091.89,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10202,SIDUR-ED-17-254.1028,1,1,13,0.03,163.78,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10203,SIDUR-ED-17-254.1028,1,1,12,0.03,163.78,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10204,SIDUR-ED-17-254.1028,1,1,11,0.03,163.78,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10210,SIDUR-ED-17-105.767,8,1,14,0.2,34101.81,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10211,SIDUR-ED-17-105.767,8,1,15,0.2,34101.81,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10212,SIDUR-ED-17-105.767,8,1,13,0.03,5115.27,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10213,SIDUR-ED-17-105.767,8,1,12,0.03,5115.27,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10214,SIDUR-ED-17-105.767,8,1,11,0.03,5115.27,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10215,SIDUR-PF-17-233.999,4,1,8,0.5,3090.87,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10216,SIDUR-ED-17-110.771,8,1,15,0.2,1075.02,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10217,SIDUR-ED-17-110.771,8,1,14,0.2,1075.02,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10218,SIDUR-ED-17-110.771,8,1,13,0.03,161.25,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10219,SIDUR-ED-17-110.771,8,1,12,0.03,161.25,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10220,SIDUR-ED-17-110.771,8,1,11,0.03,161.25,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10221,SIDUR-ED-17-110.771,9,1,15,0.2,6938.18,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10222,SIDUR-ED-17-110.771,9,1,14,0.2,6938.18,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10223,SIDUR-ED-17-110.771,9,1,13,0.03,1040.73,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10224,SIDUR-ED-17-110.771,9,1,12,0.03,1040.73,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10225,SIDUR-ED-17-110.771,9,1,11,0.03,1040.73,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10238,SIDUR-ED-17-034.665,6,1,15,0.2,273.31,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10239,SIDUR-ED-17-034.665,6,1,14,0.2,273.31,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10240,SIDUR-ED-17-034.665,6,1,13,0.03,41,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10241,SIDUR-ED-17-034.665,6,1,12,0.03,41,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10242,SIDUR-ED-17-034.665,6,1,11,0.03,41,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10243,SIDUR-ED-17-034.665,7,1,15,0.2,237.13,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10244,SIDUR-ED-17-034.665,7,1,14,0.2,237.13,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10245,SIDUR-ED-17-034.665,7,1,13,0.03,35.57,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10246,SIDUR-ED-17-034.665,7,1,12,0.03,35.57,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10247,SIDUR-ED-17-034.665,7,1,11,0.03,35.57,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10248,SIDUR-ED-17-035.666,6,1,15,0.2,1062.6,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10249,SIDUR-ED-17-035.666,6,1,14,0.2,1062.6,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10250,SIDUR-ED-17-035.666,6,1,13,0.03,159.39,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10251,SIDUR-ED-17-035.666,6,1,12,0.03,159.39,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10252,SIDUR-ED-17-035.666,6,1,11,0.03,159.39,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10253,SIDUR-ED-17-012.631,12,1,15,0.2,2755.72,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10254,SIDUR-ED-17-012.631,12,1,14,0.2,2755.72,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10255,SIDUR-ED-17-012.631,12,1,13,0.03,413.36,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10256,SIDUR-ED-17-012.631,12,1,12,0.03,413.36,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10257,SIDUR-ED-17-012.631,12,1,11,0.03,413.36,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10258,SIDUR-ED-17-180.777,3,1,14,0.2,223.23,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10259,SIDUR-ED-17-180.777,3,1,13,0.03,33.48,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10260,SIDUR-ED-17-180.777,3,1,12,0.03,33.48,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10261,SIDUR-ED-17-180.777,3,1,11,0.03,33.48,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10262,SIDUR-ED-17-180.777,4,1,14,0.2,392.25,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10263,SIDUR-ED-17-180.777,4,1,13,0.03,58.84,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10264,SIDUR-ED-17-180.777,4,1,12,0.03,58.84,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10265,SIDUR-ED-17-180.777,4,1,11,0.03,58.84,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10266,SIDUR-ED-17-180.777,5,1,14,0.2,423.49,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10267,SIDUR-ED-17-180.777,5,1,13,0.03,63.52,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10268,SIDUR-ED-17-180.777,5,1,12,0.03,63.52,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10269,SIDUR-ED-17-180.777,5,1,11,0.03,63.52,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10270,SIDUR-ED-17-180.777,6,1,14,0.2,423.49,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10271,SIDUR-ED-17-180.777,6,1,13,0.03,63.52,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10272,SIDUR-ED-17-180.777,6,1,12,0.03,63.52,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10273,SIDUR-ED-17-180.777,6,1,11,0.03,63.52,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10274,SIDUR-ED-17-180.777,7,1,14,0.2,423.49,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10275,SIDUR-ED-17-180.777,7,1,13,0.03,63.52,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10276,SIDUR-ED-17-180.777,7,1,12,0.03,63.52,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10277,SIDUR-ED-17-180.777,7,1,11,0.03,63.52,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10278,SIDUR-ED-17-173.861,5,1,14,0.2,96.61,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10279,SIDUR-ED-17-173.861,5,1,13,0.03,14.49,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10280,SIDUR-ED-17-173.861,5,1,12,0.03,14.49,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10281,SIDUR-ED-17-173.861,5,1,11,0.03,14.49,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10283,SIDUR-PF-17-078.675,8,1,8,0.5,1642.49,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
10284,SIDUR-ED-17-146.798,1,1,15,0.2,4076.59,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10285,SIDUR-ED-17-146.798,1,1,14,0.2,4076.59,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10286,SIDUR-ED-17-146.798,1,1,13,0.03,611.49,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10287,SIDUR-ED-17-146.798,1,1,12,0.03,611.49,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10288,SIDUR-ED-17-146.798,1,1,11,0.03,611.49,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10289,SIDUR-ED-17-003.595,10,1,15,0.2,3464.63,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10290,SIDUR-ED-17-003.595,10,1,14,0.2,3464.63,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10291,SIDUR-ED-17-003.595,10,1,13,0.03,519.69,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10292,SIDUR-ED-17-003.595,10,1,12,0.03,519.69,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10293,SIDUR-ED-17-003.595,10,1,11,0.03,519.69,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10324,SIDUR-ED-17-246.962,1,1,15,0.2,403.93,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10325,SIDUR-ED-17-246.962,1,1,14,0.2,403.93,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10326,SIDUR-ED-17-246.962,1,1,13,0.03,60.59,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10327,SIDUR-ED-17-246.962,1,1,12,0.03,60.59,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10328,SIDUR-ED-17-246.962,1,1,11,0.03,60.59,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10329,SIDUR-ED-17-075.762,6,1,15,0.2,6428.93,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10330,SIDUR-ED-17-075.762,6,1,14,0.2,6428.93,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10331,SIDUR-ED-17-075.762,6,1,13,0.03,964.34,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10332,SIDUR-ED-17-075.762,6,1,12,0.03,964.34,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10333,SIDUR-ED-17-075.762,6,1,11,0.03,964.34,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10334,SIDUR-ED-17-264.1033,1,1,15,0.2,621.96,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
10335,SIDUR-ED-17-264.1033,1,1,14,0.2,621.96,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
10336,SIDUR-ED-17-264.1033,1,1,13,0.03,93.29,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
10337,SIDUR-ED-17-264.1033,1,1,12,0.03,93.29,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
10338,SIDUR-ED-17-264.1033,1,1,11,0.03,93.29,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
10339,SIDUR-ED-17-010.629,7,1,15,0.2,951.22,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
