id,num_contrato,num_estimacion,tipoEstimacion,id_deducion,porcentaje1,importe_deducion,id,nombre_deduccion,porcentaje,fecha,fecha_modificacion
515,SIDUR-ED-16-044.146,1,1,15,0.2,53.5,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
516,SIDUR-ED-16-044.146,1,1,14,0.2,53.5,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
517,SIDUR-ED-16-044.146,1,1,13,0.03,8.02,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
518,SIDUR-ED-16-044.146,1,1,12,0.03,8.02,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
519,SIDUR-ED-16-044.146,1,1,11,0.03,8.02,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
520,SIDUR-ED-16-184.201,1,1,14,0.2,348.1,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
521,SIDUR-ED-16-184.201,1,1,13,0.03,52.21,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
522,SIDUR-ED-16-184.201,1,1,12,0.03,52.21,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
523,SIDUR-ED-16-184.201,1,1,11,0.03,52.21,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
524,SIDUR-ED-16-109.108,1,1,14,0.2,192.86,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
525,SIDUR-ED-16-109.108,1,1,13,0.03,28.93,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
526,SIDUR-ED-16-109.108,1,1,12,0.03,28.93,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
527,SIDUR-ED-16-109.108,1,1,11,0.03,28.93,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
528,SIDUR-ED-16-109.108,2,1,14,0.2,1134.45,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
529,SIDUR-ED-16-109.108,2,1,13,0.03,170.17,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
530,SIDUR-ED-16-109.108,2,1,12,0.03,170.17,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
531,SIDUR-ED-16-109.108,2,1,11,0.03,170.17,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
536,SIDUR-ED-16-054.170,1,1,14,0.2,369.47,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
537,SIDUR-ED-16-054.170,1,1,13,0.03,55.42,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
538,SIDUR-ED-16-054.170,1,1,12,0.03,55.42,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
539,SIDUR-ED-16-054.170,1,1,11,0.03,55.42,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
540,SIDUR-ED-16-096.123,1,1,14,0.2,997.95,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
541,SIDUR-ED-16-096.123,1,1,13,0.03,149.69,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
542,SIDUR-ED-16-096.123,1,1,12,0.03,149.69,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
543,SIDUR-ED-16-096.123,1,1,11,0.03,149.69,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
544,SIDUR-ED-16-096.123,2,1,14,0.2,286.96,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
545,SIDUR-ED-16-096.123,2,1,13,0.03,43.04,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
546,SIDUR-ED-16-096.123,2,1,12,0.03,43.04,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
547,SIDUR-ED-16-096.123,2,1,11,0.03,43.04,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
548,SIDUR-ED16-117.85,2,1,14,0.2,148.86,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
549,SIDUR-ED16-117.85,2,1,13,0.03,22.33,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
550,SIDUR-ED16-117.85,2,1,12,0.03,22.33,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
551,SIDUR-ED16-117.85,2,1,11,0.03,22.33,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
552,SIDUR-ED-16-023.83,1,1,9,0.1,178.11,9,0.1% ISAF,0.1,12/06/2013,17/10/2018
553,SIDUR-ED-16-023.83,1,1,15,0.2,356.23,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
554,SIDUR-ED-16-023.83,1,1,14,0.2,356.23,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
555,SIDUR-ED-16-023.83,1,1,13,0.03,53.43,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
556,SIDUR-ED-16-023.83,1,1,12,0.03,53.43,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
557,SIDUR-ED-16-023.83,1,1,11,0.03,53.43,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
562,SIDUR-ED-16-023.83,2,1,9,0.1,8903.78,9,0.1% ISAF,0.1,12/06/2013,17/10/2018
563,SIDUR-ED-16-023.83,2,1,15,0.2,17807.56,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
564,SIDUR-ED-16-023.83,2,1,14,0.2,17807.56,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
565,SIDUR-ED-16-023.83,2,1,13,0.03,2671.13,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
566,SIDUR-ED-16-023.83,2,1,12,0.03,2671.13,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
567,SIDUR-ED-16-023.83,2,1,11,0.03,2671.13,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
568,SIDUR-ED-16-119.136,1,1,14,0.2,964.66,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
569,SIDUR-ED-16-119.136,1,1,13,0.03,144.7,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
570,SIDUR-ED-16-119.136,1,1,12,0.03,144.7,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
571,SIDUR-ED-16-119.136,1,1,11,0.03,144.7,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
576,SIDUR-ED-16-119.136,2,1,14,0.2,281.02,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
577,SIDUR-ED-16-119.136,2,1,13,0.03,42.15,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
578,SIDUR-ED-16-119.136,2,1,12,0.03,42.15,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
579,SIDUR-ED-16-119.136,2,1,11,0.03,42.15,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
580,SIDUR-ED-16-066.151,1,1,14,0.2,145.9,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
581,SIDUR-ED-16-066.151,1,1,13,0.03,21.89,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
582,SIDUR-ED-16-066.151,1,1,12,0.03,21.89,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
583,SIDUR-ED-16-066.151,1,1,11,0.03,21.89,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
584,SIDUR-ED-16-197.252,1,1,14,0.2,547.45,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
585,SIDUR-ED-16-197.252,1,1,13,0.03,82.12,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
586,SIDUR-ED-16-197.252,1,1,12,0.03,82.12,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
587,SIDUR-ED-16-197.252,1,1,11,0.03,82.12,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
588,SIDUR-ED-16-066.151,2,1,14,0.2,145.9,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
589,SIDUR-ED-16-066.151,2,1,13,0.03,21.89,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
590,SIDUR-ED-16-066.151,2,1,12,0.03,21.89,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
591,SIDUR-ED-16-066.151,2,1,11,0.03,21.89,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
592,SIDUR-ED-16-066.151,3,1,14,0.2,145.9,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
593,SIDUR-ED-16-066.151,3,1,13,0.03,21.89,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
594,SIDUR-ED-16-066.151,3,1,12,0.03,21.89,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
595,SIDUR-ED-16-066.151,3,1,11,0.03,21.89,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
596,SIDUR-ED-16-079.154,1,1,14,0.2,145.9,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
597,SIDUR-ED-16-079.154,1,1,13,0.03,21.89,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
598,SIDUR-ED-16-079.154,1,1,12,0.03,21.89,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
599,SIDUR-ED-16-079.154,1,1,11,0.03,21.89,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
600,SIDUR-ED-16-079.154,2,1,14,0.2,145.9,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
601,SIDUR-ED-16-079.154,2,1,13,0.03,21.89,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
602,SIDUR-ED-16-079.154,2,1,12,0.03,21.89,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
603,SIDUR-ED-16-079.154,2,1,11,0.03,21.89,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
604,SIDUR-PF-15-089.44,2,1,8,0.5,5482.49,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
605,SIDUR-PF-15-089.44,3,1,8,0.5,21253.48,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
606,SIDUR-PF-15-087.42,2,1,8,0.5,546.41,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
607,SIDUR-PF-15-088.41,5,1,8,0.5,4469.28,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
608,SIDUR-PF-15-087.42,3,1,8,0.5,33192.57,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
609,SIDUR-PF-15-074.25,1,1,8,0.5,426.16,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
619,SIDUR-ED-16-105.101,1,1,14,0.2,446.51,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
620,SIDUR-ED-16-105.101,1,1,13,0.03,66.98,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
621,SIDUR-ED-16-105.101,1,1,12,0.03,66.98,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
622,SIDUR-ED-16-105.101,1,1,11,0.03,66.98,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
623,SIDUR-ED-16-034.167,2,1,14,0.2,229.51,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
624,SIDUR-ED-16-034.167,2,1,13,0.03,34.43,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
625,SIDUR-ED-16-034.167,2,1,12,0.03,34.43,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
626,SIDUR-ED-16-034.167,2,1,11,0.03,34.43,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
628,SIDUR-ED-16-035.173,2,1,14,0.2,191.76,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
629,SIDUR-ED-16-035.173,2,1,13,0.03,28.76,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
630,SIDUR-ED-16-035.173,2,1,12,0.03,28.76,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
631,SIDUR-ED-16-035.173,2,1,11,0.03,28.76,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
636,SIDUR-ED-16-035.173,3,1,14,0.2,48.12,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
637,SIDUR-ED-16-035.173,3,1,13,0.03,7.22,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
638,SIDUR-ED-16-035.173,3,1,12,0.03,7.22,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
639,SIDUR-ED-16-035.173,3,1,11,0.03,7.22,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
640,SIDUR-PF-15-095.40,1,1,8,0.5,2396.7,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
641,SIDUR-PF-15-095.40,2,1,8,0.5,1970.07,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
642,SIDUR-PF-15-095.40,3,1,8,0.5,3841.54,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
643,SIDUR-ED-16-067.166,1,1,14,0.2,335.29,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
644,SIDUR-ED-16-067.166,1,1,13,0.03,50.29,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
645,SIDUR-ED-16-067.166,1,1,12,0.03,50.29,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
646,SIDUR-ED-16-067.166,1,1,11,0.03,50.29,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
647,SIDUR-ED-16-096.123,3,1,14,0.2,143.63,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
648,SIDUR-ED-16-096.123,3,1,13,0.03,21.54,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
649,SIDUR-ED-16-096.123,3,1,12,0.03,21.54,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
650,SIDUR-ED-16-096.123,3,1,11,0.03,21.54,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
651,SIDUR-ED-16-119.136,3,1,14,0.2,142.39,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
652,SIDUR-ED-16-119.136,3,1,13,0.03,21.36,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
653,SIDUR-ED-16-119.136,3,1,12,0.03,21.36,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
654,SIDUR-ED-16-119.136,3,1,11,0.03,21.36,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
655,SIDUR-PF-15-065.34,2,1,8,0.5,7873.4,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
660,SIDUR-PF-15-095.40,4,1,8,0.5,925.84,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
661,SIDUR-ED-16-135.130,1,1,14,0.2,1012.43,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
662,SIDUR-ED-16-135.130,1,1,13,0.03,151.86,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
663,SIDUR-ED-16-135.130,1,1,12,0.03,151.86,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
664,SIDUR-ED-16-135.130,1,1,11,0.03,151.86,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
665,SIDUR-ED-16-135.130,2,1,14,0.2,288.66,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
666,SIDUR-ED-16-135.130,2,1,13,0.03,43.3,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
667,SIDUR-ED-16-135.130,2,1,12,0.03,43.3,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
668,SIDUR-ED-16-135.130,2,1,11,0.03,43.3,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
669,SIDUR-ED-16-135.130,3,1,14,0.2,145.23,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
670,SIDUR-ED-16-135.130,3,1,13,0.03,21.78,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
671,SIDUR-ED-16-135.130,3,1,12,0.03,21.78,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
672,SIDUR-ED-16-135.130,3,1,11,0.03,21.78,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
673,SIDUR-PF-15-086.30,2,1,8,0.5,7462.15,8,0.5% INSPECCION Y VIGILANCIA (FEDERAL),0.5,12/06/2013,24/09/2014
674,SIDUR-ED-16-072.153,1,1,14,0.2,261.13,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
675,SIDUR-ED-16-072.153,1,1,13,0.03,39.17,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
676,SIDUR-ED-16-072.153,1,1,12,0.03,39.17,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
677,SIDUR-ED-16-072.153,1,1,11,0.03,39.17,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
678,SIDUR-ED-16-007.56,1,1,15,0.2,3653.45,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
679,SIDUR-ED-16-007.56,1,1,14,0.2,3653.45,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
680,SIDUR-ED-16-007.56,1,1,13,0.03,548.02,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
681,SIDUR-ED-16-007.56,1,1,12,0.03,548.02,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
682,SIDUR-ED-16-007.56,1,1,11,0.03,548.02,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
683,SIDUR-ED-16-007.56,2,1,15,0.2,9762.19,15,0.2% (DOS AL MILLAR) INSTITUTO DE CAPACITACION DE LA INDUSTRIA DE LA CONSTRUCCION,0.2,24/09/2014,
684,SIDUR-ED-16-007.56,2,1,14,0.2,9762.19,14,0.2% INSPECCION Y VIGILANCIA (ESTATAL),0.2,24/09/2014,24/09/2014
685,SIDUR-ED-16-007.56,2,1,13,0.03,1464.33,13,15 % INFRAESTRUCTURA EDUCATIVA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,02/07/2014,24/09/2014
686,SIDUR-ED-16-007.56,2,1,12,0.03,1464.33,12,15 % UNIVERSIDADES DE SONORA DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,15/02/2016
687,SIDUR-ED-16-007.56,2,1,11,0.03,1464.33,11,15% CECOP DEL 0.2% (DOS AL MILLAR) DE INSP. Y VIG. ESTATAL,0.03,12/06/2013,24/09/2014
