Prog_Id,num_contrato,Prog_Del,Prog_Al,Prog_Monto
5412,SIDUR-PF-16-310.411,20161116,20161130,6296907.29
5413,SIDUR-PF-16-310.411,20161201,20161231,3287960.7
5414,SIDUR-PF-16-310.411,20170101,20170131,3228217.48
5416,SIDUR-PF-16-310.411,20170201,20170228,2072848.92
5422,SIDUR-PF-16-310.411,20170301,20170309,7135.71
5423,SIDUR-PF-16-310.411,20170310,20170331,0
5424,SIDUR-PF-16-310.411,20170401,20170418,0
5425,SIDUR-PF-16-310.411,20170419,20170430,437805.92
5426,SIDUR-PF-16-310.411,20170501,20170524,444941.63
5437,SIDUR-ED-17-038.669,20170713,20170731,582981.6
5438,SIDUR-ED-17-038.669,20170801,20170831,1062863.59
5439,SIDUR-ED-17-038.669,20170901,20170930,1555927.95
5440,SIDUR-ED-17-038.669,20171001,20171031,3047332.15
5441,SIDUR-ED-17-038.669,20171101,20171130,3493338.76
5442,SIDUR-ED-17-038.669,20171201,20171231,3965585.13
5443,SIDUR-ED-17-038.669,20180101,20180108,258424.46
5470,SIDUR-PF-17-092.704,20170809,20170831,273119.37
5471,SIDUR-PF-17-092.704,20170901,20170930,644121.04
5472,SIDUR-PF-17-092.704,20171001,20171031,1359955.17
5473,SIDUR-PF-17-092.704,20171101,20171130,1390543.66
5474,SIDUR-PF-17-092.704,20171201,20171231,2181906.62
5475,SIDUR-PF-17-092.704,20180101,20180105,1139175.08
5476,SIDUR-PF-17-089.727,20170722,20170731,16432.15
5477,SIDUR-PF-17-089.727,20170801,20170831,421433.64
5478,SIDUR-PF-17-089.727,20170901,20170930,740242.8
5479,SIDUR-PF-17-089.727,20171001,20171031,698607.02
5480,SIDUR-PF-17-089.727,20171101,20171118,274343.4
5481,SIDUR-PF-17-052.711,20170722,20170731,28849.02
5482,SIDUR-PF-17-052.711,20170801,20170831,135565.77
5483,SIDUR-PF-17-052.711,20170901,20170930,627345.99
5484,SIDUR-PF-17-052.711,20171001,20171031,589704.95
5485,SIDUR-PF-17-052.711,20171101,20171130,602251.86
5486,SIDUR-PF-17-052.711,20171201,20171231,569965.19
5487,SIDUR-PF-17-052.711,20180101,20180117,352216.38
5488,SIDUR-PF-17-052.739,20170722,20170731,0
5489,SIDUR-PF-17-052.739,20170801,20170831,224862.34
5490,SIDUR-PF-17-052.739,20170901,20170930,855484.68
5491,SIDUR-PF-17-052.739,20171001,20171031,819451.7
5492,SIDUR-PF-17-052.739,20171101,20171130,836886.85
5493,SIDUR-PF-17-052.739,20171201,20171231,836886.85
5494,SIDUR-PF-17-052.739,20180101,20180117,565128.4
5499,SIDUR-ED-17-120.809,20170829,20170831,63993.71
5500,SIDUR-ED-17-120.809,20170901,20170930,63993.71
5501,SIDUR-ED-17-120.809,20171001,20171031,63993.71
5502,SIDUR-ED-17-120.809,20171101,20171130,32008.06
5503,SIDUR-ED-17-120.809,20171201,20171211,0
5522,SIDUR-ED-17-053.759,20170712,20170731,1970373.79
5530,SIDUR-ED-17-053.759,20170801,20170831,4297555.8
5531,SIDUR-ED-17-053.759,20170901,20170930,4387277.7
5533,SIDUR-ED-17-053.759,20171001,20171031,4774974.52
5534,SIDUR-ED-17-053.759,20171101,20171130,5412659.52
5535,SIDUR-ED-17-053.759,20171201,20171231,3612161.33
5536,SIDUR-ED-17-053.759,20180101,20180131,3563329.72
5537,SIDUR-ED-16-210.356,20170601,20170630,8937613.87
5567,SIDUR-PF-17-042.728,20170619,20170630,337483.88
5568,SIDUR-PF-17-042.728,20170701,20170731,1719065.59
5569,SIDUR-PF-17-042.728,20170801,20170831,3302437.41
5570,SIDUR-PF-17-042.728,20170901,20170930,1402152.87
5571,SIDUR-PF-17-042.728,20171001,20171031,0
5572,SIDUR-PF-17-042.728,20171101,20171130,0
5573,SIDUR-PF-17-042.728,20171201,20171215,0
5574,SIDUR-PF-17-042.730,20170619,20170630,0
5575,SIDUR-PF-17-042.730,20170701,20170731,0
5576,SIDUR-PF-17-042.730,20170801,20170831,357274.21
5577,SIDUR-PF-17-042.730,20170901,20170930,2467166
5578,SIDUR-PF-17-042.730,20171001,20171031,2658704.74
5579,SIDUR-PF-17-042.730,20171101,20171130,0
5580,SIDUR-PF-17-042.730,20171201,20171215,0
5581,SIDUR-PF-17-042.732,20170701,20170731,0
5582,SIDUR-PF-17-042.732,20170801,20170831,500000
5583,SIDUR-PF-17-042.732,20170901,20170930,500000
5584,SIDUR-PF-17-042.732,20171001,20171031,352572.4
5585,SIDUR-PF-17-042.732,20171101,20171130,2210587.51
5586,SIDUR-PF-17-042.732,20171201,20171215,2052639.76
5597,SIDUR-PF-17-135.909,20170824,20170831,9231.95
5598,SIDUR-PF-17-135.909,20170901,20170930,10582.13
5599,SIDUR-PF-17-135.909,20171001,20171031,10807.28
5600,SIDUR-PF-17-135.909,20171101,20171130,10807.28
5601,SIDUR-PF-17-135.909,20171201,20171228,4503.04
5602,SIDUR-PF-17-135.910,20170824,20170831,5138.13
5603,SIDUR-PF-17-135.910,20170901,20170930,5889.58
5604,SIDUR-PF-17-135.910,20171001,20171031,6014.89
5605,SIDUR-PF-17-135.910,20171101,20171130,6014.89
5606,SIDUR-PF-17-135.910,20171201,20171228,2506.22
5607,SIDUR-PF-17-135.911,20170824,20170831,12263.81
5608,SIDUR-PF-17-135.911,20170901,20170930,14057.4
5609,SIDUR-PF-17-135.911,20171001,20171031,14356.5
5610,SIDUR-PF-17-135.911,20171101,20171130,14356.5
5611,SIDUR-PF-17-135.911,20171201,20171228,5981.87
5612,SIDUR-PF-17-135.912,20170824,20170831,9200.43
5613,SIDUR-PF-17-135.912,20170901,20170930,10546
5614,SIDUR-PF-17-135.912,20171001,20171031,10770.38
5615,SIDUR-PF-17-135.912,20171101,20171130,10770.38
5616,SIDUR-PF-17-135.912,20171201,20171228,4487.67
5617,SIDUR-PF-17-135.913,20170824,20170831,8175.64
5618,SIDUR-PF-17-135.913,20170901,20170930,9371.33
5619,SIDUR-PF-17-135.913,20171001,20171031,9570.72
5620,SIDUR-PF-17-135.913,20171101,20171130,9570.72
5621,SIDUR-PF-17-135.913,20171201,20171228,3987.8
5622,SIDUR-PF-17-135.914,20170824,20170831,9378.84
5623,SIDUR-PF-17-135.914,20170901,20170930,10750.5
5624,SIDUR-PF-17-135.914,20171001,20171031,10979.24
5625,SIDUR-PF-17-135.914,20171101,20171130,10979.24
5626,SIDUR-PF-17-135.914,20171201,20171228,4574.64
5632,SIDUR-PF-17-136.844,20170824,20170831,6106.06
5633,SIDUR-PF-17-136.844,20170901,20170930,6999.01
5634,SIDUR-PF-17-136.844,20171001,20171031,7147.92
5635,SIDUR-PF-17-136.844,20171101,20171130,7147.92
5636,SIDUR-PF-17-136.844,20171201,20171221,1340.24
5637,SIDUR-PF-17-136.845,20170824,20170831,7906.81
5638,SIDUR-PF-17-136.845,20170901,20170930,9063.11
5639,SIDUR-PF-17-136.845,20171001,20171031,9255.95
5640,SIDUR-PF-17-136.845,20171101,20171130,9255.95
5641,SIDUR-PF-17-136.845,20171201,20171221,1735.5
5642,SIDUR-PF-17-136.846,20170824,20170831,9660.3
5643,SIDUR-PF-17-136.846,20170901,20170930,11073.02
5644,SIDUR-PF-17-136.846,20171001,20171031,11308.61
5645,SIDUR-PF-17-136.846,20171101,20171130,11308.61
5646,SIDUR-PF-17-136.846,20171201,20171221,2120.37
5647,SIDUR-PF-17-136.847,20170824,20170831,8168.21
5648,SIDUR-PF-17-136.847,20170901,20170930,9362.73
5649,SIDUR-PF-17-136.847,20171001,20171031,9561.94
5650,SIDUR-PF-17-136.847,20171101,20171130,9561.94
5651,SIDUR-PF-17-136.847,20171201,20171221,1792.88
5652,SIDUR-PF-17-136.848,20170824,20170831,30743.26
5653,SIDUR-PF-17-136.848,20170901,20170930,35239.16
5654,SIDUR-PF-17-136.848,20171001,20171031,35988.94
5655,SIDUR-PF-17-136.848,20171101,20171130,35988.94
5656,SIDUR-PF-17-136.848,20171201,20171221,6747.93
5657,SIDUR-PF-17-136.849,20170824,20170831,11198.86
5658,SIDUR-PF-17-136.849,20170901,20170930,12836.59
5659,SIDUR-PF-17-136.849,20171001,20171031,13109.7
5660,SIDUR-PF-17-136.849,20171101,20171130,13109.7
5661,SIDUR-PF-17-136.849,20171201,20171221,2458.07
5662,SIDUR-ED-17-035.666,20170713,20170718,38869
5669,SIDUR-ED-17-035.666,20170719,20170807,0
5670,SIDUR-ED-17-035.666,20170808,20170831,918491.88
5671,SIDUR-ED-17-035.666,20170901,20170930,1598308.96
5672,SIDUR-ED-17-035.666,20171001,20171031,1750338.72
5673,SIDUR-ED-17-035.666,20171101,20171130,2977599.22
5674,SIDUR-ED-17-035.666,20171201,20171231,8838676.19
5675,SIDUR-ED-17-035.666,20180101,20180128,85961.08
5676,SIDUR-ED-17-034.665,20170623,20170627,38454.84
5677,SIDUR-ED-17-034.665,20170628,20170806,0
5678,SIDUR-ED-17-034.665,20170807,20170831,901190.78
5679,SIDUR-ED-17-034.665,20170901,20170930,1531103.11
5680,SIDUR-ED-17-034.665,20171001,20171031,1965617.55
5681,SIDUR-ED-17-034.665,20171101,20171130,7513813.06
5682,SIDUR-ED-17-034.665,20171201,20171231,2383972.06
5683,SIDUR-ED-17-034.665,20180101,20180128,4115264.34
5695,SIDUR-PF-17-127.814,20170803,20170831,57314.51
5696,SIDUR-PF-17-127.814,20170901,20170930,59290.87
5697,SIDUR-PF-17-127.814,20171001,20171009,28835.62
5698,SIDUR-PF-17-127.814,20171010,20171031,0
5699,SIDUR-PF-17-127.814,20171101,20171130,0
5700,SIDUR-PF-17-127.814,20171201,20171231,0
5701,SIDUR-PF-17-127.814,20180101,20180109,0
5702,SIDUR-PF-17-127.815,20170803,20170831,0
5703,SIDUR-PF-17-127.815,20170901,20170930,0
5704,SIDUR-PF-17-127.815,20171001,20171031,0
5705,SIDUR-PF-17-127.815,20171101,20171130,10000
5706,SIDUR-PF-17-127.815,20171201,20171231,13905.26
5707,SIDUR-PF-17-127.815,20180101,20180109,15819.64
5708,SIDUR-PF-17-127.816,20170803,20170831,0
5709,SIDUR-PF-17-127.816,20170901,20170930,0
5710,SIDUR-PF-17-127.816,20171001,20171031,61267.23
5711,SIDUR-PF-17-127.816,20171101,20171130,59290.87
5712,SIDUR-PF-17-127.816,20171201,20171231,5553.9
5713,SIDUR-PF-17-127.816,20180101,20180109,0
5720,SIDUR-PF-16-393.484,20170323,20170331,122476.37
5721,SIDUR-PF-16-393.484,20170401,20170430,900443.67
5722,SIDUR-PF-16-393.484,20170501,20170531,1111391.98
5723,SIDUR-PF-16-393.484,20170601,20170630,3083916.3
5724,SIDUR-PF-16-393.484,20170701,20170731,4331682.56
5725,SIDUR-PF-16-393.484,20170801,20170831,3088203.88
5726,SIDUR-PF-16-393.484,20170901,20170930,3803685.59
5727,SIDUR-PF-16-393.484,20171001,20171031,2491322
5728,SIDUR-PF-16-393.484,20171101,20171130,2699375.12
5729,SIDUR-PF-16-393.484,20171201,20171231,2604924.67
5730,SIDUR-PF-16-393.484,20180101,20180116,438106.78
5754,SIDUR-PF-17-046.715,20170713,20170731,75298.17
5755,SIDUR-PF-17-046.715,20170801,20170831,820700.83
5756,SIDUR-PF-17-046.715,20170901,20170930,6129627.79
5757,SIDUR-PF-17-046.715,20171001,20171031,992366.69
5758,SIDUR-PF-17-046.715,20171101,20171130,40572.58
5759,SIDUR-PF-17-046.715,20171201,20171231,63235.47
5760,SIDUR-PF-17-046.715,20180101,20180108,0
5761,SIDUR-PF-17-046.716,20170713,20170731,0
5762,SIDUR-PF-17-046.716,20170801,20170831,0
5763,SIDUR-PF-17-046.716,20170901,20170930,0
5764,SIDUR-PF-17-046.716,20171001,20171031,10705.29
5765,SIDUR-PF-17-046.716,20171101,20171130,1646791.29
5766,SIDUR-PF-17-046.716,20171201,20171231,774939.36
5767,SIDUR-PF-17-046.716,20180101,20180108,39416.7
5768,SIDUR-PF-17-046.744,20170713,20170731,0
5769,SIDUR-PF-17-046.744,20170801,20170831,0
5770,SIDUR-PF-17-046.744,20170901,20170930,198962.99
5771,SIDUR-PF-17-046.744,20171001,20171031,3736916.93
5772,SIDUR-PF-17-046.744,20171101,20171130,2768632.29
5773,SIDUR-PF-17-046.744,20171201,20171231,326122.8
5774,SIDUR-PF-17-046.744,20180101,20180108,31801.11
5800,SIDUR-ED-17-173.861,20170829,20170831,7728.65
5801,SIDUR-ED-17-173.861,20170901,20170930,40575.42
5802,SIDUR-ED-17-173.861,20171001,20171031,42507.58
5805,SIDUR-ED-17-173.861,20171101,20171130,42507.58
5806,SIDUR-ED-17-173.861,20171201,20171231,40575.42
5807,SIDUR-ED-17-173.861,20180101,20180131,44439.74
5808,SIDUR-ED-17-173.861,20180201,20180224,71490.03
5832,SIDUR-PF-16-254.361,20160923,20160930,843893.61
5833,SIDUR-PF-16-254.361,20161001,20161031,6411019.87
5834,SIDUR-PF-16-254.361,20161101,20161130,8217239.99
5835,SIDUR-PF-16-254.361,20161201,20161231,3868298.04
5838,SIDUR-PF-16-254.361,20170101,20170112,3079397.34
5839,SIDUR-PF-16-405.498,20170223,20170228,36321.45
5840,SIDUR-PF-16-405.498,20170301,20170331,1787167.89
5841,SIDUR-PF-16-405.498,20170401,20170430,3251844.68
5842,SIDUR-PF-16-405.498,20170501,20170531,7318876.64
5843,SIDUR-PF-16-405.498,20170601,20170630,7961465.99
5844,SIDUR-PF-16-405.498,20170701,20170722,3860841.38
5845,SIDUR-PF-16-404.496,20170302,20170331,1409186.59
5846,SIDUR-PF-16-404.496,20170401,20170430,4482230.38
5847,SIDUR-PF-16-404.496,20170501,20170531,3368250.7
5848,SIDUR-PF-16-404.496,20170601,20170629,446895.87
5849,SIDUR-PF-16-391.471,20161215,20161231,0
5850,SIDUR-PF-16-391.471,20170101,20170113,0
5851,SIDUR-PF-16-391.471,20170114,20170131,46120.72
5852,SIDUR-PF-16-391.471,20170201,20170228,92241.44
5853,SIDUR-PF-16-391.471,20170301,20170314,69181.05
5854,SIDUR-ED-17-112.772,20170831,20170831,1538.1
5855,SIDUR-ED-17-112.772,20170901,20170930,323473.29
5856,SIDUR-ED-17-112.772,20171001,20171031,771146.6
5857,SIDUR-ED-17-112.772,20171101,20171128,1118491.37
5867,SIDUR-ED-16-424.490,20170528,20170531,9498.54
5868,SIDUR-ED-16-424.490,20170601,20170630,94985.38
5869,SIDUR-ED-16-424.490,20170701,20170731,94985.38
5870,SIDUR-ED-16-424.490,20170801,20170831,94985.38
5871,SIDUR-ED-16-424.490,20170901,20170930,94985.38
5872,SIDUR-ED-16-424.490,20171001,20171024,85486.84
5873,SIDUR-PF-17-049.708,20170713,20170715,9336.24
5874,SIDUR-PF-17-049.708,20170716,20170731,269994.24
5875,SIDUR-PF-17-049.708,20170801,20170815,562534.44
5876,SIDUR-PF-17-049.708,20170816,20170831,840450.78
5877,SIDUR-PF-17-049.708,20170901,20170915,348814.35
5878,SIDUR-PF-17-049.708,20170916,20170930,1131356.63
5879,SIDUR-PF-17-049.708,20171001,20171015,851879.08
5880,SIDUR-PF-17-049.708,20171016,20171031,665927.64
5881,SIDUR-PF-17-049.708,20171101,20171115,1002418.03
5882,SIDUR-PF-17-049.708,20171116,20171130,755261.85
5883,SIDUR-PF-17-049.708,20171201,20171215,511474.2
5884,SIDUR-PF-17-049.708,20171216,20171231,425733.35
5885,SIDUR-PF-17-049.708,20180101,20180115,167132
5886,SIDUR-PF-17-049.708,20180116,20180129,31174.18
5887,SIDUR-PF-17-049.736,20170713,20170715,8390.04
5888,SIDUR-PF-17-049.736,20170716,20170731,81501.68
5889,SIDUR-PF-17-049.736,20170801,20170815,74985.36
5890,SIDUR-PF-17-049.736,20170816,20170831,74985.36
5891,SIDUR-PF-17-049.736,20170901,20170915,25032.34
5892,SIDUR-PF-17-049.736,20170916,20170930,373872.75
5893,SIDUR-PF-17-049.736,20171001,20171015,364407.37
5894,SIDUR-PF-17-049.736,20171016,20171031,386089.12
5895,SIDUR-PF-17-049.736,20171101,20171115,368610.43
5896,SIDUR-PF-17-049.736,20171116,20171130,370731.75
5897,SIDUR-PF-17-049.736,20171201,20171215,346203.65
5898,SIDUR-PF-17-049.736,20171216,20171231,194640.88
5899,SIDUR-PF-17-049.736,20180101,20180115,20185.95
5900,SIDUR-PF-17-049.736,20180116,20180129,33150.47
5928,SIDUR-PF-17-170.954,20170831,20170929,22909.87
5929,SIDUR-PF-17-170.954,20170930,20171029,22794.49
5930,SIDUR-PF-17-170.954,20171030,20171128,25326.9
5931,SIDUR-PF-17-170.954,20171129,20171228,35223.99
5932,SIDUR-PF-17-170.902,20170831,20170929,0
5933,SIDUR-PF-17-170.902,20170930,20171029,12040.91
5934,SIDUR-PF-17-170.902,20171030,20171128,26025.89
5935,SIDUR-PF-17-170.902,20171129,20171228,50687.82
5936,SIDUR-PF-17-170.903,20170831,20170929,13208.72
5937,SIDUR-PF-17-170.903,20170930,20171029,29701.78
5938,SIDUR-PF-17-170.903,20171030,20171128,0
5939,SIDUR-PF-17-170.903,20171129,20171228,0
5940,SIDUR-PF-17-170.907,20170831,20170929,16976.14
5941,SIDUR-PF-17-170.907,20170930,20171029,19459.1
5942,SIDUR-PF-17-170.907,20171030,20171128,22771.18
5943,SIDUR-PF-17-170.907,20171129,20171228,22087.25
5944,SIDUR-PF-17-170.901,20170831,20170929,18954.05
5945,SIDUR-PF-17-170.901,20170930,20171029,19346.72
5946,SIDUR-PF-17-170.901,20171030,20171128,12867.76
5947,SIDUR-PF-17-170.901,20171129,20171228,0
5948,SIDUR-PF-17-170.908,20170831,20170929,16976.14
5949,SIDUR-PF-17-170.908,20170930,20171029,23630.22
5950,SIDUR-PF-17-170.908,20171030,20171128,21007.34
5951,SIDUR-PF-17-170.908,20171129,20171228,0
5967,SIDUR-PF-17-137.841,20170905,20170930,3198.75
5968,SIDUR-PF-17-137.841,20171001,20171031,12794.96
5969,SIDUR-PF-17-137.841,20171101,20171130,12794.96
5970,SIDUR-PF-17-137.841,20171201,20171231,12794.96
5971,SIDUR-PF-17-137.841,20180101,20180109,12794.96
5972,SIDUR-PF-17-137.842,20170905,20170930,5862.42
5973,SIDUR-PF-17-137.842,20171001,20171031,23449.67
5974,SIDUR-PF-17-137.842,20171101,20171130,23449.67
5975,SIDUR-PF-17-137.842,20171201,20171231,23449.67
5976,SIDUR-PF-17-137.842,20180101,20180109,23449.67
5977,SIDUR-PF-17-137.840,20170905,20170930,2626.79
5978,SIDUR-PF-17-137.840,20171001,20171031,10507.12
5979,SIDUR-PF-17-137.840,20171101,20171130,10507.12
5980,SIDUR-PF-17-137.840,20171201,20171231,10507.12
5981,SIDUR-PF-17-137.840,20180101,20180109,10507.12
5982,SIDUR-PF-17-137.839,20170905,20170930,7117.37
5983,SIDUR-PF-17-137.839,20171001,20171031,28469.53
5984,SIDUR-PF-17-137.839,20171101,20171130,28469.53
5985,SIDUR-PF-17-137.839,20171201,20171231,28469.53
5986,SIDUR-PF-17-137.839,20180101,20180109,28469.53
5994,SIDUR-PF-17-048.699,20170713,20170731,34349.6
5995,SIDUR-PF-17-048.699,20170801,20170831,97371.09
5996,SIDUR-PF-17-048.699,20170901,20170930,103586.27
5997,SIDUR-PF-17-048.699,20171001,20171031,91335.16
5998,SIDUR-PF-17-048.699,20171101,20171130,771392.25
5999,SIDUR-PF-17-048.699,20171201,20171231,791979.44
6000,SIDUR-PF-17-048.699,20180101,20180108,416610.93
6001,SIDUR-PF-17-048.707,20170713,20170731,486351.06
6002,SIDUR-PF-17-048.707,20170801,20170831,400091.96
6003,SIDUR-PF-17-048.707,20170901,20170930,1336882.71
6004,SIDUR-PF-17-048.707,20171001,20171031,1255577.98
6005,SIDUR-PF-17-048.707,20171101,20171130,1128237.63
6006,SIDUR-PF-17-048.707,20171201,20171231,1487059.8
6014,SIDUR-PF-17-113.697,20170909,20170930,124739.36
6015,SIDUR-PF-17-113.697,20171001,20171031,363641.57
6016,SIDUR-PF-17-113.697,20171101,20171130,817861.99
6017,SIDUR-PF-17-113.697,20171201,20171231,954724.67
6018,SIDUR-PF-17-113.697,20180101,20180106,181998.99
6024,SIDUR-PF-17-107.686,20170826,20170831,9763.34
6025,SIDUR-PF-17-107.686,20170901,20170930,737172.26
6026,SIDUR-PF-17-107.686,20171001,20171031,1225772.94
6027,SIDUR-PF-17-107.686,20171101,20171130,1259211.11
6028,SIDUR-PF-17-107.686,20171201,20171231,1221270.74
6029,SIDUR-PF-17-107.686,20180101,20180122,440459.89
6030,SIDUR-PF-17-107.718,20170826,20170831,21141.02
6031,SIDUR-PF-17-107.718,20170901,20170930,602311.33
6032,SIDUR-PF-17-107.718,20171001,20171031,991303.55
6033,SIDUR-PF-17-107.718,20171101,20171130,976436.21
6034,SIDUR-PF-17-107.718,20171201,20171231,937566.92
6035,SIDUR-PF-17-107.718,20180101,20180122,370342.59
6044,SIDUR-ED-17-115.778,20170912,20170930,66562.17
6045,SIDUR-ED-17-115.778,20171001,20171031,782076.83
6046,SIDUR-ED-17-115.778,20171101,20171130,4309592.78
6047,SIDUR-ED-17-115.778,20171201,20171231,4001154.16
6048,SIDUR-ED-17-115.778,20180101,20180131,2555850.18
6049,SIDUR-ED-17-115.778,20180201,20180228,2492208.11
6050,SIDUR-ED-17-115.778,20180301,20180310,17012.97
6059,SIDUR-PF-17-160.916,20170825,20170831,2195.8
6060,SIDUR-PF-17-160.916,20170901,20170930,11318.55
6061,SIDUR-PF-17-160.916,20171001,20171031,11318.55
6062,SIDUR-PF-17-160.916,20171101,20171130,11318.55
6063,SIDUR-PF-17-160.916,20171201,20171222,9122.75
6064,SIDUR-PF-17-160.917,20170825,20170831,3378.77
6065,SIDUR-PF-17-160.917,20170901,20170930,17416.34
6066,SIDUR-PF-17-160.917,20171001,20171031,17416.34
6067,SIDUR-PF-17-160.917,20171101,20171130,17416.34
6068,SIDUR-PF-17-160.917,20171201,20171222,14037.61
6069,SIDUR-PF-17-160.951,20170825,20170831,4409.05
6070,SIDUR-PF-17-160.951,20170901,20170930,22727.06
6071,SIDUR-PF-17-160.951,20171001,20171031,22727.06
6072,SIDUR-PF-17-160.951,20171101,20171130,22727.06
6073,SIDUR-PF-17-160.951,20171201,20171222,18317.97
6074,SIDUR-PF-17-160.950,20170825,20170831,4042.83
6075,SIDUR-PF-17-160.950,20170901,20170930,20839.34
6076,SIDUR-PF-17-160.950,20171001,20171031,20839.34
6077,SIDUR-PF-17-160.950,20171101,20171130,20839.34
6078,SIDUR-PF-17-160.950,20171201,20171222,16796.55
6079,SIDUR-PF-17-160.949,20170825,20170831,4310.12
6080,SIDUR-PF-17-160.949,20170901,20170930,22217.1
6081,SIDUR-PF-17-160.949,20171001,20171031,22217.1
6082,SIDUR-PF-17-160.949,20171101,20171130,22217.1
6083,SIDUR-PF-17-160.949,20171201,20171222,17906.98
6084,SIDUR-PF-17-160.915,20170825,20170831,3797.36
6085,SIDUR-PF-17-160.915,20170901,20170930,19574.03
6086,SIDUR-PF-17-160.915,20171001,20171031,19574.03
6087,SIDUR-PF-17-160.915,20171101,20171130,19574.03
6088,SIDUR-PF-17-160.915,20171201,20171222,15776.65
6102,SIDUR-PF-17-158.755,20171013,20171031,311381.43
6103,SIDUR-PF-17-158.755,20171101,20171130,512633.51
6104,SIDUR-PF-17-158.755,20171201,20171230,951380.94
6105,SIDUR-PF-17-158.755,20171231,20180129,1359529.68
6106,SIDUR-PF-17-158.755,20180130,20180228,696743.21
6107,SIDUR-PF-17-158.755,20180301,20180311,4593.24
6115,SIDUR-PF-17-082.688,20170809,20170831,292227.62
6116,SIDUR-PF-17-082.688,20170901,20170930,452882.52
6117,SIDUR-PF-17-082.688,20171001,20171031,1062900.53
6118,SIDUR-PF-17-082.688,20171101,20171130,1041754.93
6119,SIDUR-PF-17-082.688,20171201,20171206,36000.81
6126,SIDUR-PF-17-086.742,20170818,20170831,24036.98
6127,SIDUR-PF-17-086.742,20170901,20170930,261593.62
6128,SIDUR-PF-17-086.742,20171001,20171031,1160680.22
6129,SIDUR-PF-17-086.742,20171101,20171130,1516936.03
6130,SIDUR-PF-17-086.742,20171201,20171231,1288072.28
6131,SIDUR-PF-17-086.742,20180101,20180131,1142141.79
6132,SIDUR-PF-17-086.742,20180201,20180213,294667.83
6143,SIDUR-ED-17-196.885,20170907,20171006,27694.02
6146,SIDUR-ED-17-196.885,20171007,20171105,27694.02
6147,SIDUR-ED-17-196.885,20171106,20171205,27694.02
6148,SIDUR-ED-17-196.885,20171206,20180104,27694.02
6149,SIDUR-ED-17-196.885,20180105,20180203,27694.02
6150,SIDUR-ED-17-196.885,20180204,20180305,27694.02
6151,SIDUR-ED-17-196.884,20170907,20171006,15360.23
6152,SIDUR-ED-17-196.884,20171007,20171105,15360.23
6153,SIDUR-ED-17-196.884,20171106,20171205,15360.23
6154,SIDUR-ED-17-196.884,20171206,20180104,15360.23
6155,SIDUR-ED-17-196.884,20180105,20180203,15360.23
6156,SIDUR-ED-17-196.884,20180204,20180305,15360.23
6167,SIDUR-ED-17-031.621,20170515,20170613,299921.94
6183,SIDUR-ED-17-171.956,20170901,20170930,55704.9
6184,SIDUR-ED-17-171.956,20171001,20171031,58357.5
6185,SIDUR-ED-17-171.956,20171101,20171130,58357.5
6186,SIDUR-ED-17-171.956,20171201,20171231,55704.9
6187,SIDUR-ED-17-171.956,20180101,20180113,70294.3
6193,SIDUR-ED-17-161.957,20170901,20170930,49249.66
6194,SIDUR-ED-17-161.957,20171001,20171031,51594.87
6195,SIDUR-ED-17-161.957,20171101,20171130,51594.87
6196,SIDUR-ED-17-161.957,20171201,20171231,49249.66
6197,SIDUR-ED-17-161.957,20180101,20180119,76806.02
6198,SIDUR-ED-17-167.958,20170901,20170930,49276.34
6199,SIDUR-ED-17-167.958,20171001,20171031,51622.83
6200,SIDUR-ED-17-167.958,20171101,20171130,51622.83
6201,SIDUR-ED-17-167.958,20171201,20171231,49276.34
6202,SIDUR-ED-17-167.958,20180101,20180119,76847.59
6203,SIDUR-ED-17-174.806,20170831,20170930,96255.91
6205,SIDUR-ED-17-174.806,20171001,20171031,96255.91
6206,SIDUR-ED-17-174.806,20171101,20171128,96255.91
6207,SIDUR-ED-17-131.787,20170922,20170930,2152.7
6208,SIDUR-ED-17-131.787,20171001,20171031,252992.52
6209,SIDUR-ED-17-131.787,20171101,20171130,510012.88
6213,SIDUR-PF-17-047.733,20170713,20170731,194485.92
6214,SIDUR-PF-17-047.733,20170801,20170831,444927.05
6215,SIDUR-PF-17-047.733,20170901,20170930,1080483.74
6216,SIDUR-PF-17-047.733,20171001,20171031,1972395.68
6217,SIDUR-PF-17-047.733,20171101,20171130,2039297.4
6218,SIDUR-PF-17-047.733,20171201,20171231,1655336.21
6219,SIDUR-PF-17-047.733,20180101,20180108,107726.71
6220,SIDUR-PF-17-108.698,20170905,20170930,129926.01
6221,SIDUR-PF-17-108.698,20171001,20171031,375489.31
6222,SIDUR-PF-17-108.698,20171101,20171130,349891.48
6223,SIDUR-PF-17-108.698,20171201,20171231,1700770.8
6224,SIDUR-PF-17-108.698,20180101,20180102,47086.69
6242,SIDUR-PF-17-068.694,20170713,20170731,260143.2
6243,SIDUR-PF-17-068.694,20170801,20170831,225931.99
6244,SIDUR-PF-17-068.694,20170901,20170930,123468.44
6245,SIDUR-PF-17-068.694,20171001,20171031,291810.01
6246,SIDUR-PF-17-068.694,20171101,20171130,2304943.34
6247,SIDUR-PF-17-068.694,20171201,20171231,1663247.31
6248,SIDUR-PF-17-068.694,20180101,20180108,26496.56
6263,SIDUR-PF-17-193.854,20170907,20170930,41552.38
6264,SIDUR-PF-17-193.854,20171001,20171031,16620.07
6265,SIDUR-PF-17-193.854,20171101,20171130,16620.07
